org.jsoup.parser.HtmlParserTest;handlesUnclosedDefinitionLists;testHtmlLowerCase;canPreserveTagCase;canPreserveBothCase;canPreserveAttributeCase
org.jsoup.nodes.ElementTest;testRemoveAfterIndex;testNextElementSiblingAfterClone;testElementSiblingIndex;testElementSiblingIndexSameContent;testGetSiblings;testIs;testCssPath;testRemoveBeforeIndex;testGetSiblingsWithDuplicateContent
org.jsoup.nodes.NodeTest;orphanNodeReturnsNullForSiblingElements
org.jsoup.select.SelectorTest;testCombinedWithContains;matchText;findBetweenSpan;testPseudoEquals;testPseudoGreaterThan;mixCombinator;adjacentSiblings;notAdjacent;testPseudoBetween;testPseudoLessThan;generalSiblings;testPseudoCombined;adjacentSiblingsWithId;matchTextAttributes;mixCombinatorGroup
org.jsoup.select.ElementsTest;siblings;hasText
org.jsoup.integration.ConnectTest;doesGet;doesPost;sendsRequestBody;doesPostFor307;postFiles;multiCookieSet;doesPut;sendsRequestBodyJsonWithData;doesNotPostFor302;sendsRequestBodyWithUrlParams;sendsRequestBodyJsonWithoutData
org.jsoup.select.CssTest;nthChild_advanced;nthChild_simple;nthLastOfType_simple;lastChild;firstChild;nthLastChild_simple;nthLastChild_advanced;nthLastOfType_advanced;lastOfType
