org.jsoup.nodes.Document;1;7
org.jsoup.nodes.Element;5;8
org.jsoup.nodes.Node;4;8
org.jsoup.parser.HtmlTreeBuilder;5;7
org.jsoup.parser.Parser;11;25
org.jsoup.parser.TreeBuilder;8;11
org.jsoup.parser.XmlTreeBuilder;29;43
total;63;109
