org.apache.commons.cli.PatternOptionBuilderTest;testNumberPattern;testClassPattern;testExistingFilePattern;testSimplePattern;testURLPattern;testObjectPattern
org.apache.commons.cli.CommandLineTest;testGetParsedOptionValueWithChar;testGetParsedOptionValueWithOption;testGetParsedOptionValue
