org.apache.commons.lang3.builder.DiffBuilderTest;testObjectArray;testBoolean;testFloatArray;testIntArray;testByte;testDoubleArray;testInt;testBooleanArray;testDiffResult;testLongArray;testFloat;testLong;testShortArray;testShort;testTriviallyEqualTestEnabled;testObjectsNotSameNorEqual;testChar;testTriviallyEqualTestDisabled;testObject;testCharArray;testDouble;testByteArray
org.apache.commons.lang3.builder.ReflectionDiffBuilderTest;test_primitive_difference;test_array_difference;test_difference_in_inherited_field
org.apache.commons.lang3.builder.DiffResultTest;testNullRhs;testToStringSpecifyStyleOutput;testNullStyle;testListIsNonModifiable;testNullLhs;testIterator;testToStringOutput
org.apache.commons.lang3.reflect.MethodUtilsTest;testGetOverrideHierarchyExcludingInterfaces;testGetOverrideHierarchyIncludingInterfaces;testGetMatchingAccessibleMethod
org.apache.commons.lang3.ClassUtilsTest;test_isAssignable_Widening;test_isAssignable;test_isAssignable_ClassArray_ClassArray;test_isAssignable_DefaultUnboxing_Widening
org.apache.commons.lang3.reflect.TypeLiteralTest;testRaw;testTyped;testBasic;testEquals
org.apache.commons.lang3.reflect.TypeUtilsTest;testGetRawType;testIsAssignable;testLANG1190;testTypesSatisfyVariables;testDetermineTypeVariableAssignments;testGetTypeArguments;testIsInstance
