org.xwiki.extension.AbstractExtensionDependency;1;1
org.xwiki.extension.internal.DefaultExtensionManagerConfiguration;4;7
org.xwiki.extension.internal.converter.ExtensionConverter;5;19
org.xwiki.extension.internal.maven.AbstractMavenExtension;3;3
org.xwiki.extension.internal.maven.DefaultMavenExtension;1;1
org.xwiki.extension.repository.DefaultExtensionRepositoryDescriptor;8;11
org.xwiki.extension.repository.internal.DefaultExtensionSerializer;7;9
total;29;51
