org.jsoup.parser.XmlTreeBuilderTest;caseSensitiveDeclaration;testSupplyParserToDataStream;handlesXmlDeclarationAsDeclaration;testDetectCharsetEncodingDeclaration;handlesDodgyXmlDecl;testCommentAndDocType;testParseDeclarationAttributes
org.jsoup.helper.DataUtilTest;supportsXmlCharsetDeclaration
org.jsoup.integration.ParseTest;testHtml5Charset
