org.apache.commons.io.comparator.ExtensionFileComparatorTest;testSortList;testComparator;testCaseSensitivity;testSortArray;testReverseComparator
org.apache.commons.io.comparator.CompositeFileComparatorTest;testSortList;testComparator;constructorIterable_order;testSortArray;testReverseComparator
org.apache.commons.io.FileSystemUtilsTestCase;testGetFreeSpaceWindows_String_quoted;testGetFreeSpaceWindows_String_InvalidTextResponse;testGetFreeSpaceWindows_String_StripDrive;testGetFreeSpaceWindows_String_NormalResponse;testGetFreeSpaceWindows_String_EmptyMultiLineResponse;testGetFreeSpaceWindows_String_NoSuchDirectoryResponse;testGetFreeSpaceWindows_String_EmptyResponse
org.apache.commons.io.FilenameUtilsTestCase;testNormalizeNoEndSeparatorUnixWin;testConcat;testGetExtension;testEqualsNormalized;testEqualsNormalizedOnSystem;testIsExtension;testNormalizeNoEndSeparator;testEquals_fullControl;testGetPathNoEndSeparator;testIsExtensionArray;testGetPath_with_nullbyte;testNormalizeUnixWin;testGetPath;testGetPathNoEndSeparator_with_null_byte;testEqualsNormalizedError_IO_128;testNormalize;testIsExtensionCollection
