org.apache.commons.lang3.StringUtilsTest;testAppendIfMissing;testAppendIfMissingIgnoreCase
org.apache.commons.lang3.StringUtilsStartsEndsWithTest;testEndsWithAny;testEndsWith;testEndsWithIgnoreCase
