org.jsoup.integration.ConnectTest;doesGet;exceptOnUnsupportedProtocol;doesPost;sendsRequestBody;multiCookieSet;postFiles;doesPut;sendsRequestBodyJsonWithData;sendsRequestBodyWithUrlParams;handlesEmtpyStreamDuringBufferdRead;handlesEmptyStreamDuringParseRead;canConnectToLocalServer;sendsRequestBodyJsonWithoutData;multipleParsesOkAfterBufferUp;parseParseThrowsValidates;fetchURl;supportsDeflate;bodyAndBytesAvailableBeforeParse;bodyAfterParseThrowsValidationError;fetchURIWithWihtespace
org.jsoup.nodes.FormElementTest;createsSubmitableConnection;actionWithNoValue
org.jsoup.helper.HttpConnectionTest;headers;method;data;cookie;multipleHeaders;throwsOnMalformedUrl;throwsOnOddData;throwsExceptionOnBodyWithoutExecute;userAgent;timeout;referrer;requestBody;throwsExceptionOnBodyAsBytesWithoutExecute;connectWithUrl;throwsExceptionOnParseWithoutExecute
