com.google.gson.functional.JsonAdapterAnnotationOnClassesTest;testJsonAdapterInvoked;testIncorrectTypeAdapterFails;testRegisteredDeserializerOverridesJsonAdapter;testNullSafeObjectFromJson;testRegisteredSerializerOverridesJsonAdapter;testJsonAdapterFactoryInvoked
com.google.gson.functional.JsonAdapterAnnotationOnFieldsTest;testFieldAnnotationTakesPrecedenceOverClassAnnotation;testClassAnnotationAdapterFactoryTakesPrecedenceOverDefault;testJsonAdapterWrappedInNullSafeAsRequested;testFieldAnnotationTakesPrecedenceOverRegisteredTypeAdapter;testClassAnnotationAdapterTakesPrecedenceOverDefault;testJsonAdapterInvokedOnlyForAnnotatedFields
com.google.gson.functional.RuntimeTypeAdapterFactoryFunctionalTest;testSubclassesAutomaticallySerialzed
com.google.gson.regression.JsonAdapterNullSafeTest;testNullSafeBugDeserialize;testNullSafeBugSerialize
