org.xwiki.component.ProviderTest;loadAndInjectProviders;loadAndInjectProviderWhenExceptionInInitialize
org.xwiki.component.embed.EmbeddableComponentManagerTest;testGetInstanceWhenComponentInParent;testUnregisterDisposableSingletonComponent;testRegisterComponentNotificationOnSecondRegistration;testUnregisterComponentNotification;testRegisterComponentInstance;testGetInstanceListAndMapWhenSomeComponentsInParent;testRegisterInitializableComponent;testRegisterComponentNotification;testUnregisterComponent;diposeWhenImplementationIsECM;testGetComponentDescriptorList;testRelease;testComponentDescriptorInjection;testLookupThisComponentManager;testHasComponent;testDispose;testRegisterComponentOverExistingOne;testLoggingInjection;getComponentDescriptorWhenSomeComponentsInParent;getComponentDescriptorListInParent;testReleaseDisposableComponent;testHasComponentWhenComponentInParent;getComponentDescriptorInParent;testUnregisterDisposableSingletonComponentWithInstance
