org.apache.commons.lang3.StringUtilsTest;testPrependIfMissing;testPrependIfMissingIgnoreCase
org.apache.commons.lang3.StringUtilsStartsEndsWithTest;testStartsWith;testStartsWithAny;testStartsWithIgnoreCase
