org.xwiki.job.internal.JobStatusSerializerTest;testLogMessage;testLogWithComponentManagerField;testLogWithComponentArgument;testLogWithSerializableProviderField;test;testLogWithLoggerField;testLogWithArguments;testLogWithSerializableStandaloneComponentArgument;testLogWithProviderField;testLogWithException;testLogWithNotSerializableCustomObjectArgument;testLogWithSerializableImplementationProviderField;testLogWithCrossReference;testLogMarker;testLogWithStandaloneComponentField;testLogWithSerializableCustomObjectArgument;testLogWithComponentField;testLogWithNullArguments;testLogWithCustomObjectArgument;testLogWithStandaloneComponentArgument
org.xwiki.job.internal.DefaultJobStatusStoreTest;storeJobStatus
