org.xwiki.job.internal.DefaultJobStatusStoreTest;storeJobStatus
org.xwiki.job.internal.JobStatusSerializerTest;testLogWithComponentManagerField;testLogMessage;testLogWithSerializableProviderField;testLogWithComponentArgument;test;testLogWithLoggerField;testLogWithSerializableStandaloneComponentArgument;testLogWithArguments;testLogWithProviderField;testLogWithException;testLogWithNotSerializableCustomObjectArgument;testLogWithSerializableImplementationProviderField;testLogWithCrossReference;testLogMarker;testLogWithStandaloneComponentField;testLogWithComponentField;testLogWithSerializableCustomObjectArgument;testLogWithCustomObjectArgument;testLogWithStandaloneComponentArgument
