com.google.gson.functional.DefaultTypeAdaptersTest;testDateSerializationWithPattern;testTimestampSerialization;testSqlDateSerialization;testDateSerializationWithPatternNotOverridenByTypeAdapter;testDateSerializationInCollection;testDateDeserializationWithPattern
com.google.gson.DefaultDateTypeAdapterTest;testDatePattern;testFormatUsesDefaultTimezone;testNullValue;testFormattingInFr;testFormattingInEnUs;testDateSerialization
