io.scif.img.ImgSaverTest;testArrayPlaneSaving;testCellPlaneSaving;testImgPlusIntegrity;testPlanarPlaneSaving
io.scif.formats.TIFFFormatTest;testTiffWithoutMetadata
io.scif.img.ImgOpenerTest;testGenerics;testCalibrationUnits;testImgOptions;testOpenAllImages;testOpenImageRange;testImgCalibration
io.scif.filters.FilterTest;testSetSource
