org.apache.commons.collections4.FluentIterableTest;zip;appendIterable;factoryMethodOf;appendElements;copyInto;isEmpty;skip;reverse;allMatch;filter;collate;contains;transform;unmodifiable;size;get;unique;limit;anyMatch
org.apache.commons.collections4.iterators.ZippingIteratorTest;testSerializeDeserializeThenCompare;testRemoveFromSingle;testObjectHashCodeEqualsContract;testObjectHashCodeEqualsSelfHashCode;testEmptyIterator;testObjectEqualsSelf;testRemove;testIterateEven;testCanonicalEmptyCollectionExists;testCanonicalFullCollectionExists;testIterateFibEvenOdd;testEqualsNull;testIterateEvenEven;testRemoveFromDouble;testIterateEvenOdd;testIterateOddEven;testFullIterator;testSimpleSerialization
org.apache.commons.collections4.IterableUtilsTest;forEach;forEachFailure;frequency;matchesAll;countMatches;frequencyOfNull;getFromIterable;testToString;forEachButLast;find;matchesAny;testToStringWithNullArguments;containsWithEquator;testToStringDelimiter
org.apache.commons.collections4.CollectionUtilsTest;countMatches;getFromIterable;forAllButLastDoCollection;forAllDoFailure;testMatchesAll;find;exists;forAllDoCollection;getFromMap;cardinalityOfNull;cardinality
